symbol,date,close
AAPL,26.01.18,42.877499
AAPL,29.01.18,41.990002
AAPL,30.01.18,41.7425
AAPL,31.01.18,41.857498
AAPL,01.02.18,41.945
AAPL,02.02.18,40.125
AAPL,05.02.18,39.122501
AAPL,06.02.18,40.7575
AAPL,07.02.18,39.884998
AAPL,08.02.18,38.787498
AAPL,09.02.18,39.102501
AAPL,12.02.18,40.677502
AAPL,13.02.18,41.084999
AAPL,14.02.18,41.842499
AAPL,15.02.18,43.247501
AAPL,16.02.18,43.107498
AAPL,20.02.18,42.962502
AAPL,21.02.18,42.767502
AAPL,22.02.18,43.125
AAPL,23.02.18,43.875
AAPL,26.02.18,44.7425
AAPL,27.02.18,44.5975
AAPL,28.02.18,44.529999
AAPL,01.03.18,43.75
AAPL,02.03.18,44.052502
AAPL,05.03.18,44.205002
AAPL,06.03.18,44.1675
AAPL,07.03.18,43.7575
AAPL,08.03.18,44.235001
AAPL,09.03.18,44.994999
AAPL,12.03.18,45.43
AAPL,13.03.18,44.9925
AAPL,14.03.18,44.610001
AAPL,15.03.18,44.662498
AAPL,16.03.18,44.505001
AAPL,19.03.18,43.825001
AAPL,20.03.18,43.810001
AAPL,21.03.18,42.817501
AAPL,22.03.18,42.212502
AAPL,23.03.18,41.235001
AAPL,26.03.18,43.192501
AAPL,27.03.18,42.084999
AAPL,28.03.18,41.619999
AAPL,29.03.18,41.945
AAPL,02.04.18,41.669998
AAPL,03.04.18,42.0975
AAPL,04.04.18,42.9025
AAPL,05.04.18,43.200001
AAPL,06.04.18,42.095001
AAPL,09.04.18,42.512501
AAPL,10.04.18,43.3125
AAPL,11.04.18,43.110001
AAPL,12.04.18,43.535
AAPL,13.04.18,43.682499
AAPL,16.04.18,43.955002
AAPL,17.04.18,44.560001
AAPL,18.04.18,44.459999
AAPL,19.04.18,43.200001
AAPL,20.04.18,41.43
AAPL,23.04.18,41.310001
AAPL,24.04.18,40.735001
AAPL,25.04.18,40.912498
AAPL,26.04.18,41.055
AAPL,27.04.18,40.580002
AAPL,30.04.18,41.314999
AAPL,01.05.18,42.275002
AAPL,02.05.18,44.142502
AAPL,03.05.18,44.2225
AAPL,04.05.18,45.9575
AAPL,07.05.18,46.290001
AAPL,08.05.18,46.512501
AAPL,09.05.18,46.84
AAPL,10.05.18,47.509998
AAPL,11.05.18,47.147499
AAPL,14.05.18,47.037498
AAPL,15.05.18,46.610001
AAPL,16.05.18,47.044998
AAPL,17.05.18,46.747501
AAPL,18.05.18,46.577499
AAPL,21.05.18,46.907501
AAPL,22.05.18,46.790001
AAPL,23.05.18,47.09
AAPL,24.05.18,47.037498
AAPL,25.05.18,47.145
AAPL,29.05.18,46.974998
AAPL,30.05.18,46.875
AAPL,31.05.18,46.717499
AAPL,01.06.18,47.560001
AAPL,04.06.18,47.9575
AAPL,05.06.18,48.327499
AAPL,06.06.18,48.494999
AAPL,07.06.18,48.365002
AAPL,08.06.18,47.924999
AAPL,11.06.18,47.807499
AAPL,12.06.18,48.07
AAPL,13.06.18,47.674999
AAPL,14.06.18,47.700001
AAPL,15.06.18,47.209999
AAPL,18.06.18,47.185001
AAPL,19.06.18,46.422501
AAPL,20.06.18,46.625
AAPL,21.06.18,46.365002
AAPL,22.06.18,46.23
AAPL,25.06.18,45.5425
AAPL,26.06.18,46.107498
AAPL,27.06.18,46.040001
AAPL,28.06.18,46.375
AAPL,29.06.18,46.2775
AAPL,02.07.18,46.794998
AAPL,03.07.18,45.98
AAPL,05.07.18,46.349998
AAPL,06.07.18,46.9925
AAPL,09.07.18,47.645
AAPL,10.07.18,47.587502
AAPL,11.07.18,46.970001
AAPL,12.07.18,47.7575
AAPL,13.07.18,47.8325
AAPL,16.07.18,47.727501
AAPL,17.07.18,47.862499
AAPL,18.07.18,47.599998
AAPL,19.07.18,47.970001
AAPL,20.07.18,47.860001
AAPL,23.07.18,47.9025
AAPL,24.07.18,48.25
AAPL,25.07.18,48.705002
AAPL,26.07.18,48.552502
AAPL,27.07.18,47.744999
AAPL,30.07.18,47.477501
AAPL,31.07.18,47.572498
AAPL,01.08.18,50.375
AAPL,02.08.18,51.8475
AAPL,03.08.18,51.997501
AAPL,06.08.18,52.267502
AAPL,07.08.18,51.7775
AAPL,08.08.18,51.8125
AAPL,09.08.18,52.220001
AAPL,10.08.18,51.8825
AAPL,13.08.18,52.217499
AAPL,14.08.18,52.4375
AAPL,15.08.18,52.560001
AAPL,16.08.18,53.330002
AAPL,17.08.18,54.395
AAPL,20.08.18,53.865002
AAPL,21.08.18,53.759998
AAPL,22.08.18,53.762501
AAPL,23.08.18,53.872501
AAPL,24.08.18,54.040001
AAPL,27.08.18,54.485001
AAPL,28.08.18,54.924999
AAPL,29.08.18,55.744999
AAPL,30.08.18,56.2575
AAPL,31.08.18,56.907501
AAPL,04.09.18,57.09
AAPL,05.09.18,56.717499
AAPL,06.09.18,55.775002
AAPL,07.09.18,55.325001
AAPL,10.09.18,54.5825
AAPL,11.09.18,55.962502
AAPL,12.09.18,55.267502
AAPL,13.09.18,56.602501
AAPL,14.09.18,55.959999
AAPL,17.09.18,54.470001
AAPL,18.09.18,54.560001
AAPL,19.09.18,54.592499
AAPL,20.09.18,55.0075
AAPL,21.09.18,54.415001
AAPL,24.09.18,55.197498
AAPL,25.09.18,55.547501
AAPL,26.09.18,55.105
AAPL,27.09.18,56.237499
AAPL,28.09.18,56.435001
AAPL,01.10.18,56.814999
AAPL,02.10.18,57.32
AAPL,03.10.18,58.017502
AAPL,04.10.18,56.997501
AAPL,05.10.18,56.072498
AAPL,08.10.18,55.942501
AAPL,09.10.18,56.717499
AAPL,10.10.18,54.09
AAPL,11.10.18,53.612499
AAPL,12.10.18,55.5275
AAPL,15.10.18,54.34
AAPL,16.10.18,55.537498
AAPL,17.10.18,55.297501
AAPL,18.10.18,54.005001
AAPL,19.10.18,54.827499
AAPL,22.10.18,55.162498
AAPL,23.10.18,55.682499
AAPL,24.10.18,53.772499
AAPL,25.10.18,54.950001
AAPL,26.10.18,54.075001
AAPL,29.10.18,53.060001
AAPL,30.10.18,53.325001
AAPL,31.10.18,54.715
AAPL,01.11.18,55.555
AAPL,02.11.18,51.869999
AAPL,05.11.18,50.397499
AAPL,06.11.18,50.942501
AAPL,07.11.18,52.487499
AAPL,08.11.18,52.122501
AAPL,09.11.18,51.1175
AAPL,12.11.18,48.5425
AAPL,13.11.18,48.057499
AAPL,14.11.18,46.700001
AAPL,15.11.18,47.852501
AAPL,16.11.18,48.3825
AAPL,19.11.18,46.465
AAPL,20.11.18,44.244999
AAPL,21.11.18,44.195
AAPL,23.11.18,43.072498
AAPL,26.11.18,43.654999
AAPL,27.11.18,43.560001
AAPL,28.11.18,45.235001
AAPL,29.11.18,44.887501
AAPL,30.11.18,44.645
AAPL,03.12.18,46.205002
AAPL,04.12.18,44.172501
AAPL,06.12.18,43.68
AAPL,07.12.18,42.122501
AAPL,10.12.18,42.400002
AAPL,11.12.18,42.157501
AAPL,12.12.18,42.275002
AAPL,13.12.18,42.737499
AAPL,14.12.18,41.369999
AAPL,17.12.18,40.985001
AAPL,18.12.18,41.517502
AAPL,19.12.18,40.2225
AAPL,20.12.18,39.2075
AAPL,21.12.18,37.682499
AAPL,24.12.18,36.7075
AAPL,26.12.18,39.2925
AAPL,27.12.18,39.037498
AAPL,28.12.18,39.057499
AAPL,31.12.18,39.435001
AAPL,02.01.19,39.48
AAPL,03.01.19,35.547501
AAPL,04.01.19,37.064999
AAPL,07.01.19,36.982498
AAPL,08.01.19,37.6875
AAPL,09.01.19,38.327499
AAPL,10.01.19,38.450001
AAPL,11.01.19,38.072498
AAPL,14.01.19,37.5
AAPL,15.01.19,38.267502
AAPL,16.01.19,38.735001
AAPL,17.01.19,38.965
AAPL,18.01.19,39.205002
AAPL,22.01.19,38.325001
AAPL,23.01.19,38.48
AAPL,24.01.19,38.174999
AAPL,25.01.19,39.439999
AAPL,28.01.19,39.075001
AAPL,29.01.19,38.669998
AAPL,30.01.19,41.3125
AAPL,31.01.19,41.610001
AAPL,01.02.19,41.630001
AAPL,04.02.19,42.8125
AAPL,05.02.19,43.544998
AAPL,06.02.19,43.560001
AAPL,07.02.19,42.735001
AAPL,08.02.19,42.602501
AAPL,11.02.19,42.357498
AAPL,12.02.19,42.7225
AAPL,13.02.19,42.544998
AAPL,14.02.19,42.700001
AAPL,15.02.19,42.605
AAPL,19.02.19,42.732498
AAPL,20.02.19,43.0075
AAPL,21.02.19,42.764999
AAPL,22.02.19,43.2425
AAPL,25.02.19,43.557499
AAPL,26.02.19,43.5825
AAPL,27.02.19,43.717499
AAPL,28.02.19,43.287498
AAPL,01.03.19,43.7425
AAPL,04.03.19,43.962502
AAPL,05.03.19,43.8825
AAPL,06.03.19,43.630001
AAPL,07.03.19,43.125
AAPL,08.03.19,43.227501
AAPL,11.03.19,44.724998
AAPL,12.03.19,45.227501
AAPL,13.03.19,45.427502
AAPL,14.03.19,45.932499
AAPL,15.03.19,46.529999
AAPL,18.03.19,47.005001
AAPL,19.03.19,46.6325
AAPL,20.03.19,47.040001
AAPL,21.03.19,48.772499
AAPL,22.03.19,47.762501
AAPL,25.03.19,47.185001
AAPL,26.03.19,46.697498
AAPL,27.03.19,47.1175
AAPL,28.03.19,47.18
AAPL,29.03.19,47.487499
AAPL,01.04.19,47.810001
AAPL,02.04.19,48.505001
AAPL,03.04.19,48.837502
AAPL,04.04.19,48.922501
AAPL,05.04.19,49.25
AAPL,08.04.19,50.025002
AAPL,09.04.19,49.875
AAPL,10.04.19,50.154999
AAPL,11.04.19,49.737499
AAPL,12.04.19,49.717499
AAPL,15.04.19,49.807499
AAPL,16.04.19,49.8125
AAPL,17.04.19,50.782501
AAPL,18.04.19,50.965
AAPL,22.04.19,51.1325
AAPL,23.04.19,51.869999
AAPL,24.04.19,51.790001
AAPL,25.04.19,51.32
AAPL,26.04.19,51.075001
AAPL,29.04.19,51.1525
AAPL,30.04.19,50.1675
AAPL,01.05.19,52.630001
AAPL,02.05.19,52.287498
AAPL,03.05.19,52.9375
AAPL,06.05.19,52.119999
AAPL,07.05.19,50.715
AAPL,08.05.19,50.724998
AAPL,09.05.19,50.18
AAPL,10.05.19,49.294998
AAPL,13.05.19,46.43
AAPL,14.05.19,47.165001
AAPL,15.05.19,47.73
AAPL,16.05.19,47.52
AAPL,17.05.19,47.25
AAPL,20.05.19,45.772499
AAPL,21.05.19,46.650002
AAPL,22.05.19,45.695
AAPL,23.05.19,44.915001
AAPL,24.05.19,44.7425
AAPL,28.05.19,44.557499
AAPL,29.05.19,44.345001
AAPL,30.05.19,44.575001
AAPL,31.05.19,43.767502
AAPL,03.06.19,43.325001
AAPL,04.06.19,44.91
AAPL,05.06.19,45.634998
AAPL,06.06.19,46.305
AAPL,07.06.19,47.537498
AAPL,10.06.19,48.145
AAPL,11.06.19,48.702499
AAPL,12.06.19,48.547501
AAPL,13.06.19,48.537498
AAPL,14.06.19,48.185001
AAPL,17.06.19,48.4725
AAPL,18.06.19,49.612499
AAPL,19.06.19,49.467499
AAPL,20.06.19,49.865002
AAPL,21.06.19,49.695
AAPL,24.06.19,49.645
AAPL,25.06.19,48.892502
AAPL,26.06.19,49.950001
AAPL,27.06.19,49.935001
AAPL,28.06.19,49.48
AAPL,01.07.19,50.387501
AAPL,02.07.19,50.682499
AAPL,03.07.19,51.102501
AAPL,05.07.19,51.057499
AAPL,08.07.19,50.005001
AAPL,09.07.19,50.310001
AAPL,10.07.19,50.807499
AAPL,11.07.19,50.4375
AAPL,12.07.19,50.825001
AAPL,15.07.19,51.302502
AAPL,16.07.19,51.125
AAPL,17.07.19,50.837502
AAPL,18.07.19,51.415001
AAPL,19.07.19,50.647499
AAPL,22.07.19,51.805
AAPL,23.07.19,52.209999
AAPL,24.07.19,52.1675
AAPL,25.07.19,51.755001
AAPL,26.07.19,51.935001
AAPL,29.07.19,52.419998
AAPL,30.07.19,52.195
AAPL,31.07.19,53.259998
AAPL,01.08.19,52.107498
AAPL,02.08.19,51.005001
AAPL,05.08.19,48.334999
AAPL,06.08.19,49.25
AAPL,07.08.19,49.759998
AAPL,08.08.19,50.857498
AAPL,09.08.19,50.247501
AAPL,12.08.19,50.119999
AAPL,13.08.19,52.2425
AAPL,14.08.19,50.6875
AAPL,15.08.19,50.435001
AAPL,16.08.19,51.625
AAPL,19.08.19,52.587502
AAPL,20.08.19,52.59
AAPL,21.08.19,53.16
AAPL,22.08.19,53.115002
AAPL,23.08.19,50.66
AAPL,26.08.19,51.622501
AAPL,27.08.19,51.040001
AAPL,28.08.19,51.3825
AAPL,29.08.19,52.252499
AAPL,30.08.19,52.185001
AAPL,03.09.19,51.424999
AAPL,04.09.19,52.297501
AAPL,05.09.19,53.32
AAPL,06.09.19,53.314999
AAPL,09.09.19,53.5425
AAPL,10.09.19,54.174999
AAPL,11.09.19,55.897499
AAPL,12.09.19,55.772499
AAPL,13.09.19,54.6875
AAPL,16.09.19,54.974998
AAPL,17.09.19,55.174999
AAPL,18.09.19,55.692501
AAPL,19.09.19,55.240002
AAPL,20.09.19,54.432499
AAPL,23.09.19,54.68
AAPL,24.09.19,54.419998
AAPL,25.09.19,55.2575
AAPL,26.09.19,54.9725
AAPL,27.09.19,54.705002
AAPL,30.09.19,55.9925
AAPL,01.10.19,56.147499
AAPL,02.10.19,54.740002
AAPL,03.10.19,55.205002
AAPL,04.10.19,56.752499
AAPL,07.10.19,56.764999
AAPL,08.10.19,56.099998
AAPL,09.10.19,56.7575
AAPL,10.10.19,57.522499
AAPL,11.10.19,59.052502
AAPL,14.10.19,58.967499
AAPL,15.10.19,58.830002
AAPL,16.10.19,58.592499
AAPL,17.10.19,58.82
AAPL,18.10.19,59.102501
AAPL,21.10.19,60.127499
AAPL,22.10.19,59.990002
AAPL,23.10.19,60.794998
AAPL,24.10.19,60.895
AAPL,25.10.19,61.645
AAPL,28.10.19,62.262501
AAPL,29.10.19,60.822498
AAPL,30.10.19,60.814999
AAPL,31.10.19,62.189999
AAPL,01.11.19,63.955002
AAPL,04.11.19,64.375
AAPL,05.11.19,64.282501
AAPL,06.11.19,64.309998
AAPL,07.11.19,64.857498
AAPL,08.11.19,65.035004
AAPL,11.11.19,65.550003
AAPL,12.11.19,65.489998
AAPL,13.11.19,66.1175
AAPL,14.11.19,65.660004
AAPL,15.11.19,66.440002
AAPL,18.11.19,66.775002
AAPL,19.11.19,66.572502
AAPL,20.11.19,65.797501
AAPL,21.11.19,65.502502
AAPL,22.11.19,65.445
AAPL,25.11.19,66.592499
AAPL,26.11.19,66.072502
AAPL,27.11.19,66.959999
AAPL,29.11.19,66.8125
AAPL,02.12.19,66.040001
AAPL,03.12.19,64.862503
AAPL,04.12.19,65.434998
AAPL,05.12.19,66.394997
AAPL,06.12.19,67.677498
AAPL,09.12.19,66.730003
AAPL,10.12.19,67.120003
AAPL,11.12.19,67.692497
AAPL,12.12.19,67.864998
AAPL,13.12.19,68.787498
AAPL,16.12.19,69.964996
AAPL,17.12.19,70.102501
AAPL,18.12.19,69.934998
AAPL,19.12.19,70.004997
AAPL,20.12.19,69.860001
AAPL,23.12.19,71
AAPL,24.12.19,71.067497
AAPL,26.12.19,72.477501
AAPL,27.12.19,72.449997
AAPL,30.12.19,72.879997
AAPL,31.12.19,73.412498
AAPL,02.01.20,75.087502
AAPL,03.01.20,74.357498
AAPL,06.01.20,74.949997
AAPL,07.01.20,74.597504
AAPL,08.01.20,75.797501
AAPL,09.01.20,77.407501
AAPL,10.01.20,77.582497
AAPL,13.01.20,79.239998
AAPL,14.01.20,78.169998
AAPL,15.01.20,77.834999
AAPL,16.01.20,78.809998
AAPL,17.01.20,79.682503
AAPL,21.01.20,79.142502
AAPL,22.01.20,79.425003
AAPL,23.01.20,79.807503
AAPL,24.01.20,79.577499
AAPL,27.01.20,77.237503
AAPL,28.01.20,79.422501
AAPL,29.01.20,81.084999
AAPL,30.01.20,80.967499
AAPL,31.01.20,77.377502
AAPL,03.02.20,77.165001
AAPL,04.02.20,79.712502
AAPL,05.02.20,80.362503
AAPL,06.02.20,81.302498
AAPL,07.02.20,80.0075
AAPL,10.02.20,80.387497
AAPL,11.02.20,79.902496
AAPL,12.02.20,81.800003
AAPL,13.02.20,81.217499
AAPL,14.02.20,81.237503
AAPL,18.02.20,79.75
AAPL,19.02.20,80.904999
AAPL,20.02.20,80.074997
AAPL,21.02.20,78.262497
AAPL,24.02.20,74.544998
AAPL,25.02.20,72.019997
AAPL,26.02.20,73.162498
AAPL,27.02.20,68.379997
AAPL,28.02.20,68.339996
AAPL,02.03.20,74.702499
AAPL,03.03.20,72.330002
AAPL,04.03.20,75.684998
AAPL,05.03.20,73.230003
AAPL,06.03.20,72.2575
AAPL,09.03.20,66.542503
AAPL,10.03.20,71.334999
AAPL,11.03.20,68.857498
AAPL,12.03.20,62.057499
AAPL,13.03.20,69.4925
AAPL,16.03.20,60.552502
AAPL,17.03.20,63.215
AAPL,18.03.20,61.6675
AAPL,19.03.20,61.195
AAPL,20.03.20,57.310001
AAPL,23.03.20,56.092499
AAPL,24.03.20,61.720001
AAPL,25.03.20,61.380001
AAPL,26.03.20,64.610001
AAPL,27.03.20,61.935001
AAPL,30.03.20,63.702499
AAPL,31.03.20,63.572498
AAPL,01.04.20,60.227501
AAPL,02.04.20,61.232498
AAPL,03.04.20,60.352501
AAPL,06.04.20,65.6175
AAPL,07.04.20,64.857498
AAPL,08.04.20,66.517502
AAPL,09.04.20,66.997498
AAPL,13.04.20,68.3125
AAPL,14.04.20,71.762497
AAPL,15.04.20,71.107498
AAPL,16.04.20,71.672501
AAPL,17.04.20,70.699997
AAPL,20.04.20,69.232498
AAPL,21.04.20,67.092499
AAPL,22.04.20,69.025002
AAPL,23.04.20,68.7575
AAPL,24.04.20,70.7425
AAPL,27.04.20,70.792503
AAPL,28.04.20,69.644997
AAPL,29.04.20,71.932503
AAPL,30.04.20,73.449997
AAPL,01.05.20,72.267502
AAPL,04.05.20,73.290001
AAPL,05.05.20,74.389999
AAPL,06.05.20,75.157501
AAPL,07.05.20,75.934998
AAPL,08.05.20,77.532501
AAPL,11.05.20,78.752502
AAPL,12.05.20,77.852501
AAPL,13.05.20,76.912498
AAPL,14.05.20,77.385002
AAPL,15.05.20,76.927498
AAPL,18.05.20,78.739998
AAPL,19.05.20,78.285004
AAPL,20.05.20,79.807503
AAPL,21.05.20,79.212502
AAPL,22.05.20,79.722504
AAPL,26.05.20,79.182503
AAPL,27.05.20,79.527496
AAPL,28.05.20,79.5625
AAPL,29.05.20,79.485001
AAPL,01.06.20,80.462502
AAPL,02.06.20,80.834999
AAPL,03.06.20,81.279999
AAPL,04.06.20,80.580002
AAPL,05.06.20,82.875
AAPL,08.06.20,83.364998
AAPL,09.06.20,85.997498
AAPL,10.06.20,88.209999
AAPL,11.06.20,83.974998
AAPL,12.06.20,84.699997
AAPL,15.06.20,85.747498
AAPL,16.06.20,88.019997
AAPL,17.06.20,87.897499
AAPL,18.06.20,87.932503
AAPL,19.06.20,87.43
AAPL,22.06.20,89.717499
AAPL,23.06.20,91.6325
AAPL,24.06.20,90.014999
AAPL,25.06.20,91.209999
AAPL,26.06.20,88.407501
AAPL,29.06.20,90.445
AAPL,30.06.20,91.199997
AAPL,01.07.20,91.027496
AAPL,02.07.20,91.027496
AAPL,06.07.20,93.462502
AAPL,07.07.20,93.172501
AAPL,08.07.20,95.342499
AAPL,09.07.20,95.752502
AAPL,10.07.20,95.919998
AAPL,13.07.20,95.477501
AAPL,14.07.20,97.057503
AAPL,15.07.20,97.724998
AAPL,16.07.20,96.522499
AAPL,17.07.20,96.327499
AAPL,20.07.20,98.357498
AAPL,21.07.20,97
AAPL,22.07.20,97.272499
AAPL,23.07.20,92.845001
AAPL,24.07.20,92.614998
AAPL,27.07.20,94.809998
AAPL,28.07.20,93.252502
AAPL,29.07.20,95.040001
AAPL,30.07.20,96.190002
AAPL,31.07.20,106.260002
AAPL,03.08.20,108.9375
AAPL,04.08.20,109.665001
AAPL,05.08.20,110.0625
AAPL,06.08.20,113.902496
AAPL,07.08.20,111.112503
AAPL,10.08.20,112.727501
AAPL,11.08.20,109.375
AAPL,12.08.20,113.010002
AAPL,13.08.20,115.010002
AAPL,14.08.20,114.907501
AAPL,17.08.20,114.607498
AAPL,18.08.20,115.5625
AAPL,19.08.20,115.707497
AAPL,20.08.20,118.275002
AAPL,21.08.20,124.370003
AAPL,24.08.20,125.857498
AAPL,25.08.20,124.824997
AAPL,26.08.20,126.522499
AAPL,27.08.20,125.010002
AAPL,28.08.20,124.807503
AAPL,31.08.20,129.039993
AAPL,01.09.20,134.179993
AAPL,02.09.20,131.399994
AAPL,03.09.20,120.879997
AAPL,04.09.20,120.959999
AAPL,08.09.20,112.82
AAPL,09.09.20,117.32
AAPL,10.09.20,113.489998
AAPL,11.09.20,112
AAPL,14.09.20,115.360001
AAPL,15.09.20,115.540001
AAPL,16.09.20,112.129997
AAPL,17.09.20,110.339996
AAPL,18.09.20,106.839996
AAPL,21.09.20,110.080002
AAPL,22.09.20,111.809998
AAPL,23.09.20,107.120003
AAPL,24.09.20,108.220001
AAPL,25.09.20,112.279999
AAPL,28.09.20,114.959999
AAPL,29.09.20,114.089996
AAPL,30.09.20,115.809998
AAPL,01.10.20,116.790001
AAPL,02.10.20,113.019997
AAPL,05.10.20,116.5
AAPL,06.10.20,113.160004
AAPL,07.10.20,115.080002
AAPL,08.10.20,114.970001
AAPL,09.10.20,116.970001
AAPL,12.10.20,124.400002
AAPL,13.10.20,121.099998
AAPL,14.10.20,121.190002
AAPL,15.10.20,120.709999
AAPL,16.10.20,119.019997
AAPL,19.10.20,115.980003
AAPL,20.10.20,117.510002
AAPL,21.10.20,116.870003
AAPL,22.10.20,115.75
AAPL,23.10.20,115.040001
AAPL,26.10.20,115.050003
AAPL,27.10.20,116.599998
AAPL,28.10.20,111.199997
AAPL,29.10.20,115.32
AAPL,30.10.20,108.860001
AAPL,02.11.20,108.769997
AAPL,03.11.20,110.440002
AAPL,04.11.20,114.949997
AAPL,05.11.20,119.029999
AAPL,06.11.20,118.690002
AAPL,09.11.20,116.32
AAPL,10.11.20,115.970001
AAPL,11.11.20,119.489998
AAPL,12.11.20,119.209999
AAPL,13.11.20,119.260002
AAPL,16.11.20,120.300003
AAPL,17.11.20,119.389999
AAPL,18.11.20,118.029999
AAPL,19.11.20,118.639999
AAPL,20.11.20,117.339996
AAPL,23.11.20,113.849998
AAPL,24.11.20,115.169998
AAPL,25.11.20,116.029999
AAPL,27.11.20,116.589996
AAPL,30.11.20,119.050003
